1678,1351,1172,1043,662,1564,278,1839,2025,1442,17,429
1678,1351,1172,1043,662,1564,278,1839,225,429,1442,1945
1678,1351,1172,1008,1712,109,596,276,1968,1408,526,1570
1678,1351,1172,1008,280,77,1814,1489,471,1626,1952,775
1678,1351,1172,1008,198,1564,278,649,480,1894,1474,2041
1678,1351,1172,892,38,1564,278,649,480,1894,1474,2041
1678,1351,1172,892,1966,1468,686,375,256,1544,154,1723
1678,1351,1172,892,1966,1468,1806,700,90,490,1552,266
1678,1351,1172,892,1966,786,256,1544,154,1497,340,1723
1678,1351,1172,892,14,1589,277,1742,429,692,1945,1442
1678,1351,1172,892,14,1589,277,1742,429,2002,1442,632
1678,1351,1172,892,14,1589,277,401,1913,1416,2049,601
1678,1351,1172,892,14,1589,277,401,1913,1416,1976,801
1678,1351,1172,851,456,279,1717,1488,1544,569,154,2034
1678,1351,1172,690,859,1564,278,1839,225,1442,1945,429
1678,1351,1172,690,859,1564,278,1839,2025,1442,17,429
1678,1351,1172,1463,1823,654,963,256,1544,154,375,2034
1678,1351,1172,1463,1050,356,749,276,1751,1969,152,1546
1678,1351,1172,1463,2030,1725,277,693,224,489,1546,945
1678,1351,1172,1463,2030,1725,277,693,224,489,1641,1062
1678,1351,1172,1463,2030,1725,277,693,224,415,1546,952
1678,1351,1172,1463,2030,1725,277,693,224,1632,1062,429
1678,1351,1172,1463,2030,237,1709,266,1552,490,793,913
1678,1351,1172,1463,2030,237,1587,581,921,256,1762,330
1678,1351,1172,1463,1942,591,283,436,1723,154,1568,835
1678,1351,1172,1463,1942,591,283,436,1723,154,1544,1094
1678,1351,1172,1463,1942,591,266,1804,1531,930,490,250
1678,1351,1172,1463,1942,591,266,1804,1047,1626,490,250
1678,1351,1172,1463,1942,1815,278,471,720,106,1546,952
1678,1351,1172,1463,1942,1815,278,471,720,1562,952,154
1678,1351,1172,1463,1942,1815,278,374,1027,1546,113,595
1678,1351,1172,1463,1942,1815,278,374,1027,1546,791,106
1678,1351,1172,1463,1942,1815,278,374,1027,154,1562,791
1678,1351,1172,1463,1942,695,278,1715,374,1027,113,1546
1678,1351,1172,1463,1942,5,1709,266,1552,490,913,793
1678,1351,1172,1463,1942,5,1587,581,921,256,330,1762
1678,1351,1172,1463,1942,1870,277,471,992,658,1625,90
1678,1351,1172,1463,1942,1870,277,1616,658,415,90,992
1678,1351,1172,1463,1942,1870,277,1616,658,240,429,870
1678,1351,1172,1431,503,279,2036,920,1593,1857,775,18
1678,1351,1172,1431,850,356,749,276,1751,1969,152,1546
1678,1351,1172,345,600,237,277,1616,1466,2040,992,1860
1678,1351,1172,345,600,237,1709,266,1960,1562,986,1417
1678,1351,1172,345,600,237,1709,266,1960,1562,954,1513
1678,1351,1172,345,600,1725,1931,276,1546,1027,1496,113
1678,1351,1172,281,1051,109,1963,1456,731,383,1633,1797
1678,1351,1172,281,352,1823,99,952,1546,587,2033,1400
1678,1351,1172,281,352,1823,99,952,1546,1960,1400,783
1678,1351,1172,281,352,1823,589,1960,1400,106,1546,952
1678,1351,1172,281,352,1823,589,1960,1400,1562,952,154
1678,1351,1172,281,352,1823,963,1488,1544,569,154,2034
1678,1351,1172,281,859,205,589,1960,1562,1400,1888,429
1678,1351,308,1027,1592,436,1183,689,1823,195,1410,2043
1678,1351,308,1027,1742,1553,664,521,1211,1463,1942,5
1678,1351,308,1027,1742,1553,664,521,1211,1463,2030,237
1678,1351,308,1027,1742,340,201,1162,1605,564,1463,2030
1678,1351,308,1027,1839,782,1162,341,107,1605,1463,2030
1678,1351,308,1027,374,1183,689,1823,195,2043,1585,1410
1678,1351,308,712,383,1707,1937,1434,1540,100,1214,1008
1678,1351,308,712,383,1707,1937,1434,1540,1212,198,1008
1678,1351,308,712,383,1707,1937,1434,1540,1212,38,892
1678,1351,308,712,383,1707,1937,1434,148,1556,1214,1008
1678,1351,308,712,1848,1208,1431,344,2005,51,1555,1087
1678,1351,308,712,1848,1208,1008,1998,44,342,1635,1498
1678,1351,308,712,1848,1960,1194,1605,1459,226,1051,442
1678,1351,308,712,457,1540,859,1810,100,1186,1488,1929
1678,1351,308,712,457,148,1186,1488,1929,1556,1810,859
1678,1351,308,712,1128,436,2033,1466,148,1556,1810,859
1678,1351,308,712,1128,436,2033,1466,1540,100,1810,859
1678,1351,308,1544,569,1488,1713,511,1117,244,1978,846
1678,1351,308,1544,569,1488,345,1879,1117,244,1978,846
1678,1351,308,1544,569,1488,892,1126,343,1693,1978,162
1678,1351,308,1544,569,1488,1183,441,1781,244,1978,846
1678,1351,308,1544,569,1488,1183,1809,413,244,1978,846
1678,1351,308,1544,1848,1208,345,600,1397,244,1978,846
1678,1351,308,1544,1848,1208,1431,441,696,244,1978,846
1678,1351,308,1544,1848,1208,1431,344,695,84,1978,846
1678,1351,308,1544,1848,1208,1463,1942,591,2,325,1097
1678,1351,308,1544,1848,1208,1463,654,413,244,1978,846
1678,1351,308,1544,1848,1208,752,511,1493,244,1978,846
1678,1351,308,1544,1848,1208,1008,1998,439,792,1500,148
1678,1351,308,835,752,511,1493,244,1162,1930,1624,1804
1678,1351,308,835,1463,654,413,244,1162,1930,1624,1804
1678,1351,308,835,1463,2030,237,1806,719,1617,1155,424
1678,1351,308,835,1463,2030,1780,770,1587,1130,436,200
1678,1351,308,835,1463,1942,5,1806,719,1617,424,1155
1678,1351,308,835,1431,344,695,84,1162,1930,1624,1804
1678,1351,308,835,1431,441,696,244,1162,1930,1804,1624
1678,1351,308,835,345,600,1397,244,1162,1930,1804,1624
1678,1351,308,1760,1953,436,233,1466,1540,1212,662,1043
